"Variable"	"Importance"
"ENSG00000234745"	0.383324307150954
"ENSG00000101412"	0.327536215701253
"ENSG00000116539"	0.311631382991197
"ENSG00000176438"	0.277377793336661
"ENSG00000094975"	0.261371318740466
"ENSG00000055044"	0.250971334977712
"ENSG00000099624"	0.2277683040203
"ENSG00000117133"	0.22587091395718
"ENSG00000146242"	0.225856614208436
"ENSG00000114115"	0.22520071041016
"ENSG00000156976"	0.222018661386572
"ENSG00000042493"	0.221623839890786
"ENSG00000099849"	0.214500477766845
"ENSG00000110328"	0.206300021895155
"ENSG00000099860"	0.20216143014397
"ENSG00000109184"	0.19469882611012
"ENSG00000089195"	0.189612115054726
"ENSG00000235961"	0.188862778825692
"ENSG00000196422"	0.185443150092753
"ENSG00000196878"	0.180320194623976
"ENSG00000166183"	0.179607860109768
"ENSG00000115128"	0.172923565000399
"ENSG00000116176"	0.172362304492487
"ENSG00000144867"	0.169484935306881
"ENSG00000189266"	0.168746679348763
"ENSG00000130299"	0.165403790047454
"ENSG00000107438"	0.160366367746743
"ENSG00000154144"	0.159163655943723
"ENSG00000100201"	0.157268768196127
"ENSG00000165886"	0.155722971014735
"ENSG00000109906"	0.154923441306811
"ENSG00000138381"	0.154744653514959
"ENSG00000103245"	0.153429539994056
"ENSG00000165140"	0.148778772147573
"ENSG00000140859"	0.148190614959102
"ENSG00000139182"	0.145864851574826
"ENSG00000103855"	0.144129044830911
"ENSG00000071082"	0.143873598231741
"ENSG00000171700"	0.143632532634893
"ENSG00000158747"	0.140316681647192
"ENSG00000165434"	0.139973978693782
"ENSG00000116871"	0.138555254191307
"ENSG00000139998"	0.13844775588008
"ENSG00000177410"	0.133319110690361
"ENSG00000197063"	0.133165364385671
"ENSG00000160326"	0.125925266369502
"ENSG00000065308"	0.125079821063414
"ENSG00000100814"	0.124156766635022
"ENSG00000131446"	0.121896748918914
"ENSG00000093000"	0.1213242266885
"ENSG00000141198"	0.121124874854291
"ENSG00000162408"	0.12054030473016
"ENSG00000167770"	0.120044108899565
"ENSG00000101182"	0.119179868742765
"ENSG00000170525"	0.118353645018618
"ENSG00000127564"	0.117836540991788
"ENSG00000105559"	0.117356571818393
"ENSG00000010322"	0.11520656521219
"ENSG00000076944"	0.115014548992949
"ENSG00000130734"	0.114736572112299
"ENSG00000110446"	0.112689491977811
"ENSG00000157985"	0.111298324946379
"ENSG00000129116"	0.111026682596575
"ENSG00000234369"	0.110069264838599
"ENSG00000074276"	0.108501741380667
"ENSG00000101017"	0.108210052175662
"ENSG00000164548"	0.107854671918968
"ENSG00000102901"	0.106978214183299
"ENSG00000139508"	0.106287867825006
"ENSG00000167536"	0.106086529230709
"ENSG00000168487"	0.10554587667325
"ENSG00000130590"	0.105062189275014
"ENSG00000180891"	0.104616858660195
"ENSG00000269893"	0.103981529957596
"ENSG00000159259"	0.102946072428087
"ENSG00000113558"	0.102574053554998
"ENSG00000185551"	0.102412701273996
"ENSG00000099917"	0.102328124160219
"ENSG00000166140"	0.101897993960955
"ENSG00000177469"	0.101865847414235
"ENSG00000160951"	0.101329705526686
"ENSG00000262801"	0.100879347470998
"ENSG00000154134"	0.100609744582901
"ENSG00000103042"	0.0990337888659357
"ENSG00000134324"	0.0982225131425533
"ENSG00000101928"	0.0972605887855406
"ENSG00000158158"	0.0961142752210562
"ENSG00000197763"	0.0958167928392797
"ENSG00000006118"	0.095567015779919
"ENSG00000008517"	0.0955241935483871
"ENSG00000256969"	0.0949187788018434
"ENSG00000107819"	0.0946952389448713
"ENSG00000184117"	0.0946040752556882
"ENSG00000040531"	0.0936417050691244
"ENSG00000060566"	0.0926942376619796
"ENSG00000166145"	0.092465929447459
"ENSG00000118242"	0.0918212149650526
"ENSG00000103260"	0.091753320699896
"ENSG00000187024"	0.0910999313224288
"ENSG00000196642"	0.0902982338092016
"ENSG00000166394"	0.0901788903634361
"ENSG00000116661"	0.0893034909720116
"ENSG00000206503"	0.0886786941079161
"ENSG00000145592"	0.0870458323651019
"ENSG00000232233"	0.0867767834292787
"ENSG00000103335"	0.086717383598169
