Array Data File	Suggested_name	Steatogenic	Source Name	Characteristics[organism]	Characteristics[individual]	Characteristics[strain]	Characteristics[age]	Unit[time unit]	Characteristics[developmental stage]	Characteristics[sex]	Characteristics[organism part]	Characteristics[genotype]	Characteristics[cohort]	Description	Material Type	Protocol REF	Protocol REF	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Protocol REF	Assay Name	Technology Type	Array Design REF	Term Source REF	Comment [ArrayExpress FTP file]	Factor Value[cohort]	Term Source REF	Term Accession Number	Factor Value[compound]	Factor Value[dose]	Unit[dose unit]	Factor Value[time]	Unit[time unit]	Factor Value[organism part]
003017650006.CEL	TG_rat_viv_Vpa_Ctl_9h_1	No	3017650006	Rattus norvegicus	90031	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	valproic acid	valproic acid administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0090031LRC	RNA	P-MTAB-22990	0090031LRC:biotin	biotin	P-MTAB-22991	3017650006	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.58.zip	valproic acid	ChEMBL	CHEMBL109	none	  	  	9	hour	kidney
003017650007.CEL	TG_rat_viv_Vpa_Ctl_9h_2	No	3017650007	Rattus norvegicus	90032	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	valproic acid	valproic acid administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0090032LRC	RNA	P-MTAB-22990	0090032LRC:biotin	biotin	P-MTAB-22991	3017650007	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.58.zip	valproic acid	ChEMBL	CHEMBL109	none	  	  	9	hour	kidney
003017650008.CEL	TG_rat_viv_Vpa_Ctl_9h_3	No	3017650008	Rattus norvegicus	90035	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	valproic acid	valproic acid administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0090035LRC	RNA	P-MTAB-22990	0090035LRC:biotin	biotin	P-MTAB-22991	3017650008	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.58.zip	valproic acid	ChEMBL	CHEMBL109	none	  	  	9	hour	kidney
003017650018.CEL	TG_rat_viv_Vpa_Ctl_24h_1	No	3017650018	Rattus norvegicus	90042	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	valproic acid	valproic acid administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0090042LRB	RNA	P-MTAB-22990	0090042LRB:biotin	biotin	P-MTAB-22991	3017650018	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.58.zip	valproic acid	ChEMBL	CHEMBL109	none	  	  	24	hour	kidney
003017650019.CEL	TG_rat_viv_Vpa_Ctl_24h_2	No	3017650019	Rattus norvegicus	90043	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	valproic acid	valproic acid administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0090043LRB	RNA	P-MTAB-22990	0090043LRB:biotin	biotin	P-MTAB-22991	3017650019	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.58.zip	valproic acid	ChEMBL	CHEMBL109	none	  	  	24	hour	kidney
003017650020.CEL	TG_rat_viv_Vpa_Ctl_24h_3	No	3017650020	Rattus norvegicus	90044	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	valproic acid	valproic acid administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0090044LRB	RNA	P-MTAB-22990	0090044LRB:biotin	biotin	P-MTAB-22991	3017650020	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.58.zip	valproic acid	ChEMBL	CHEMBL109	none	  	  	24	hour	kidney
003017651024.CEL	TG_rat_viv_Vpa_Ctl_24h_4	No	3017651024	Rattus norvegicus	90013	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	valproic acid	valproic acid administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0090013LRB	RNA	P-MTAB-22990	0090013LRB:biotin	biotin	P-MTAB-22991	3017651024	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.58.zip	valproic acid	ChEMBL	CHEMBL109	none	  	  	24	hour	kidney
003017651025.CEL	TG_rat_viv_Vpa_Ctl_24h_5	No	3017651025	Rattus norvegicus	90014	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	valproic acid	valproic acid administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0090014LRB	RNA	P-MTAB-22990	0090014LRB:biotin	biotin	P-MTAB-22991	3017651025	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.58.zip	valproic acid	ChEMBL	CHEMBL109	none	  	  	24	hour	kidney
003017651026.CEL	TG_rat_viv_Vpa_Ctl_24h_6	No	3017651026	Rattus norvegicus	90015	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	valproic acid	valproic acid administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0090015LRB	RNA	P-MTAB-22990	0090015LRB:biotin	biotin	P-MTAB-22991	3017651026	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.58.zip	valproic acid	ChEMBL	CHEMBL109	none	  	  	24	hour	kidney
003017652006.CEL	TG_rat_viv_Vpa_Ctl_24h_7	No	3017652006	Rattus norvegicus	90022	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	valproic acid	valproic acid administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0090022LRC	RNA	P-MTAB-22990	0090022LRC:biotin	biotin	P-MTAB-22991	3017652006	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.58.zip	valproic acid	ChEMBL	CHEMBL109	none	  	  	24	hour	kidney
003017652007.CEL	TG_rat_viv_Vpa_Ctl_24h_8	No	3017652007	Rattus norvegicus	90023	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	valproic acid	valproic acid administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0090023LRC	RNA	P-MTAB-22990	0090023LRC:biotin	biotin	P-MTAB-22991	3017652007	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.58.zip	valproic acid	ChEMBL	CHEMBL109	none	  	  	24	hour	kidney
003017652008.CEL	TG_rat_viv_Vpa_Ctl_3h_1	No	3017652008	Rattus norvegicus	90024	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	valproic acid	valproic acid administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0090024LRC	RNA	P-MTAB-22990	0090024LRC:biotin	biotin	P-MTAB-22991	3017652008	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.78.zip	valproic acid	ChEMBL	CHEMBL109	none	  	  	3	hour	liver
003017650009.CEL	TG_rat_viv_Vpa_45ug_3h_1	Yes	3017650009	Rattus norvegicus	90072	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	valproic acid	valproic acid administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0090072LRC	RNA	P-MTAB-22990	0090072LRC:biotin	biotin	P-MTAB-22991	3017650009	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.103.zip	valproic acid	ChEMBL	CHEMBL109	valproic acid	45	milligram per kilogram	3	hour	kidney
003017650010.CEL	TG_rat_viv_Vpa_45ug_3h_2	Yes	3017650010	Rattus norvegicus	90074	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	valproic acid	valproic acid administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0090074LRC	RNA	P-MTAB-22990	0090074LRC:biotin	biotin	P-MTAB-22991	3017650010	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.103.zip	valproic acid	ChEMBL	CHEMBL109	valproic acid	45	milligram per kilogram	3	hour	kidney
003017650011.CEL	TG_rat_viv_Vpa_45ug_3h_3	Yes	3017650011	Rattus norvegicus	90075	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	valproic acid	valproic acid administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0090075LRC	RNA	P-MTAB-22990	0090075LRC:biotin	biotin	P-MTAB-22991	3017650011	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.103.zip	valproic acid	ChEMBL	CHEMBL109	valproic acid	45	milligram per kilogram	3	hour	kidney
003017650021.CEL	TG_rat_viv_Vpa_45ug_3h_4	Yes	3017650021	Rattus norvegicus	90082	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	valproic acid	valproic acid administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0090082LRB	RNA	P-MTAB-22990	0090082LRB:biotin	biotin	P-MTAB-22991	3017650021	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.103.zip	valproic acid	ChEMBL	CHEMBL109	valproic acid	45	milligram per kilogram	3	hour	kidney
003017650022.CEL	TG_rat_viv_Vpa_45ug_3h_5	Yes	3017650022	Rattus norvegicus	90083	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	valproic acid	valproic acid administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0090083LRB	RNA	P-MTAB-22990	0090083LRB:biotin	biotin	P-MTAB-22991	3017650022	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.103.zip	valproic acid	ChEMBL	CHEMBL109	valproic acid	45	milligram per kilogram	3	hour	kidney
003017650023.CEL	TG_rat_viv_Vpa_45ug_3h_6	Yes	3017650023	Rattus norvegicus	90084	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	valproic acid	valproic acid administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0090084LRB	RNA	P-MTAB-22990	0090084LRB:biotin	biotin	P-MTAB-22991	3017650023	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.103.zip	valproic acid	ChEMBL	CHEMBL109	valproic acid	45	milligram per kilogram	3	hour	kidney
003017651027.CEL	TG_rat_viv_Vpa_45ug_3h_7	Yes	3017651027	Rattus norvegicus	90051	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	valproic acid	valproic acid administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0090051LRA	RNA	P-MTAB-22990	0090051LRA:biotin	biotin	P-MTAB-22991	3017651027	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.103.zip	valproic acid	ChEMBL	CHEMBL109	valproic acid	45	milligram per kilogram	3	hour	kidney
003017651028.CEL	TG_rat_viv_Vpa_45ug_3h_8	Yes	3017651028	Rattus norvegicus	90053	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	valproic acid	valproic acid administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0090053LRB	RNA	P-MTAB-22990	0090053LRB:biotin	biotin	P-MTAB-22991	3017651028	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.103.zip	valproic acid	ChEMBL	CHEMBL109	valproic acid	45	milligram per kilogram	3	hour	kidney
003017651029.CEL	TG_rat_viv_Vpa_45mg_6h_1	Yes	3017651029	Rattus norvegicus	90055	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	valproic acid	valproic acid administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0090055LRB	RNA	P-MTAB-22990	0090055LRB:biotin	biotin	P-MTAB-22991	3017651029	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.103.zip	valproic acid	ChEMBL	CHEMBL109	valproic acid	45	milligram per kilogram	6	hour	kidney
003017652009.CEL	TG_rat_viv_Vpa_45mg_6h_2	Yes	3017652009	Rattus norvegicus	90061	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	valproic acid	valproic acid administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0090061LRC	RNA	P-MTAB-22990	0090061LRC:biotin	biotin	P-MTAB-22991	3017652009	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.103.zip	valproic acid	ChEMBL	CHEMBL109	valproic acid	45	milligram per kilogram	6	hour	kidney
003017652010.CEL	TG_rat_viv_Vpa_45mg_6h_3	Yes	3017652010	Rattus norvegicus	90064	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	valproic acid	valproic acid administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0090064LRC	RNA	P-MTAB-22990	0090064LRC:biotin	biotin	P-MTAB-22991	3017652010	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.103.zip	valproic acid	ChEMBL	CHEMBL109	valproic acid	45	milligram per kilogram	6	hour	kidney
003017652011.CEL	TG_rat_viv_Vpa_45mg_6h_4	Yes	3017652011	Rattus norvegicus	90065	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	valproic acid	valproic acid administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0090065LRC	RNA	P-MTAB-22990	0090065LRC:biotin	biotin	P-MTAB-22991	3017652011	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.103.zip	valproic acid	ChEMBL	CHEMBL109	valproic acid	45	milligram per kilogram	6	hour	kidney
003017650012.CEL	TG_rat_viv_Vpa_150mg_6h_1	Yes	3017650012	Rattus norvegicus	90112	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	valproic acid	valproic acid administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0090112LRC	RNA	P-MTAB-22990	0090112LRC:biotin	biotin	P-MTAB-22991	3017650012	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.103.zip	valproic acid	ChEMBL	CHEMBL109	valproic acid	150	milligram per kilogram	6	hour	liver
003017650013.CEL	TG_rat_viv_Vpa_150mg_6h_2	Yes	3017650013	Rattus norvegicus	90113	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	valproic acid	valproic acid administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0090113LRC	RNA	P-MTAB-22990	0090113LRC:biotin	biotin	P-MTAB-22991	3017650013	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.103.zip	valproic acid	ChEMBL	CHEMBL109	valproic acid	150	milligram per kilogram	6	hour	liver
003017650014.CEL	TG_rat_viv_Vpa_150mg_6h_3	Yes	3017650014	Rattus norvegicus	90114	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	valproic acid	valproic acid administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0090114LRC	RNA	P-MTAB-22990	0090114LRC:biotin	biotin	P-MTAB-22991	3017650014	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.103.zip	valproic acid	ChEMBL	CHEMBL109	valproic acid	150	milligram per kilogram	6	hour	liver
003017650024.CEL	TG_rat_viv_Vpa_150mg_6h_4	Yes	3017650024	Rattus norvegicus	90122	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	valproic acid	valproic acid administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0090122LRB	RNA	P-MTAB-22990	0090122LRB:biotin	biotin	P-MTAB-22991	3017650024	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.103.zip	valproic acid	ChEMBL	CHEMBL109	valproic acid	150	milligram per kilogram	6	hour	liver
003017650025.CEL	TG_rat_viv_Vpa_150mg_6h_5	Yes	3017650025	Rattus norvegicus	90123	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	valproic acid	valproic acid administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0090123LRB	RNA	P-MTAB-22990	0090123LRB:biotin	biotin	P-MTAB-22991	3017650025	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.103.zip	valproic acid	ChEMBL	CHEMBL109	valproic acid	150	milligram per kilogram	6	hour	liver
003017650026.CEL	TG_rat_viv_Vpa_150mg_6h_6	Yes	3017650026	Rattus norvegicus	90125	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	valproic acid	valproic acid administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0090125LRB	RNA	P-MTAB-22990	0090125LRB:biotin	biotin	P-MTAB-22991	3017650026	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.103.zip	valproic acid	ChEMBL	CHEMBL109	valproic acid	150	milligram per kilogram	6	hour	liver
003017651030.CEL	TG_rat_viv_Vpa_150mg_6h_7	Yes	3017651030	Rattus norvegicus	90091	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	valproic acid	valproic acid administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0090091LRB	RNA	P-MTAB-22990	0090091LRB:biotin	biotin	P-MTAB-22991	3017651030	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.103.zip	valproic acid	ChEMBL	CHEMBL109	valproic acid	150	milligram per kilogram	6	hour	liver
003017652001.CEL	TG_rat_viv_Vpa_150mg_3h_1	Yes	3017652001	Rattus norvegicus	90092	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	valproic acid	valproic acid administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0090092LRB	RNA	P-MTAB-22990	0090092LRB:biotin	biotin	P-MTAB-22991	3017652001	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.103.zip	valproic acid	ChEMBL	CHEMBL109	valproic acid	150	milligram per kilogram	3	hour	liver
003017652002.CEL	TG_rat_viv_Vpa_150mg_9h_1	Yes	3017652002	Rattus norvegicus	90094	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	valproic acid	valproic acid administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0090094LRB	RNA	P-MTAB-22990	0090094LRB:biotin	biotin	P-MTAB-22991	3017652002	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.103.zip	valproic acid	ChEMBL	CHEMBL109	valproic acid	150	milligram per kilogram	9	hour	liver
003017652012.CEL	TG_rat_viv_Vpa_150mg_9h_2	Yes	3017652012	Rattus norvegicus	90103	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	valproic acid	valproic acid administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0090103LRC	RNA	P-MTAB-22990	0090103LRC:biotin	biotin	P-MTAB-22991	3017652012	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.103.zip	valproic acid	ChEMBL	CHEMBL109	valproic acid	150	milligram per kilogram	9	hour	liver
003017652013.CEL	TG_rat_viv_Vpa_150mg_9h_3	Yes	3017652013	Rattus norvegicus	90104	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	valproic acid	valproic acid administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0090104LRC	RNA	P-MTAB-22990	0090104LRC:biotin	biotin	P-MTAB-22991	3017652013	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.103.zip	valproic acid	ChEMBL	CHEMBL109	valproic acid	150	milligram per kilogram	9	hour	liver
003017652014.CEL	TG_rat_viv_Vpa_150mg_9h_4	Yes	3017652014	Rattus norvegicus	90105	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	valproic acid	valproic acid administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0090105LRC	RNA	P-MTAB-22990	0090105LRC:biotin	biotin	P-MTAB-22991	3017652014	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.103.zip	valproic acid	ChEMBL	CHEMBL109	valproic acid	150	milligram per kilogram	9	hour	liver
003017650015.CEL	TG_rat_viv_Vpa_450mg_24h_1	Yes	3017650015	Rattus norvegicus	90152	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	valproic acid	valproic acid administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0090152LRC	RNA	P-MTAB-22990	0090152LRC:biotin	biotin	P-MTAB-22991	3017650015	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.104.zip	valproic acid	ChEMBL	CHEMBL109	valproic acid	450	milligram per kilogram	24	hour	liver
003017650016.CEL	TG_rat_viv_Vpa_450mg_24h_2	Yes	3017650016	Rattus norvegicus	90153	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	valproic acid	valproic acid administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0090153LRC	RNA	P-MTAB-22990	0090153LRC:biotin	biotin	P-MTAB-22991	3017650016	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.104.zip	valproic acid	ChEMBL	CHEMBL109	valproic acid	450	milligram per kilogram	24	hour	liver
003017650017.CEL	TG_rat_viv_Vpa_450mg_24h_3	Yes	3017650017	Rattus norvegicus	90154	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	valproic acid	valproic acid administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0090154LRC	RNA	P-MTAB-22990	0090154LRC:biotin	biotin	P-MTAB-22991	3017650017	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.104.zip	valproic acid	ChEMBL	CHEMBL109	valproic acid	450	milligram per kilogram	24	hour	liver
003017650027.CEL	TG_rat_viv_Vpa_450mg_24h_4	Yes	3017650027	Rattus norvegicus	90162	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	valproic acid	valproic acid administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0090162LRB	RNA	P-MTAB-22990	0090162LRB:biotin	biotin	P-MTAB-22991	3017650027	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.104.zip	valproic acid	ChEMBL	CHEMBL109	valproic acid	450	milligram per kilogram	24	hour	liver
003017650028.CEL	TG_rat_viv_Vpa_450mg_24h_5	Yes	3017650028	Rattus norvegicus	90163	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	valproic acid	valproic acid administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0090163LRC	RNA	P-MTAB-22990	0090163LRC:biotin	biotin	P-MTAB-22991	3017650028	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.104.zip	valproic acid	ChEMBL	CHEMBL109	valproic acid	450	milligram per kilogram	24	hour	liver
003017650029.CEL	TG_rat_viv_Vpa_450mg_24h_6	Yes	3017650029	Rattus norvegicus	90164	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	valproic acid	valproic acid administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0090164LRB	RNA	P-MTAB-22990	0090164LRB:biotin	biotin	P-MTAB-22991	3017650029	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.104.zip	valproic acid	ChEMBL	CHEMBL109	valproic acid	450	milligram per kilogram	24	hour	liver
