# NAME= RLT_DEG_Steatosis 
name	color
INSR	#FF5733
ABCG5	#FF5733
ATP5IF1	#FF5733
PINK1	#FF5733
GSTM1	#FF5733
ACAD10	#FF5733
PPARA	#FF5733
MET	#FF5733
SIDT2	#FF5733
GPD1L	#FF5733
ACACA	#FF5733
EIF2AK1	#FF5733
ABCA1	#FF5733
STS	#FF5733
KEAP1	#FF5733
NEIL1	#FF5733
MTTP	#FF5733
IL13RA2	#FF5733
TIMP1	#FF5733
CYP1A2	#FF5733
SREBF1	#FF5733
ATG7	#FF5733
PRKAA1	#FF5733
